TaxonID	TaxonRank	ScientificName	Author	SpeciesID	SpeciesScientificName	SpeciesAuthor	VernacularFI	AlternativeFI	VernacularEN
		Hyperoglyphe	Günther, 1859		Hyperoglyphe perciformis 	(Mitchill, 1818)	pohjanmeduusakala		
		Schedophilus	Cocco, 1839		Schedophilus medusophagus 	(Cocco, 1839)	ruskomeduusakala		
		Schedophilus			Schedophilus ovalis 	(Cuvier, 1833)	keisarimeduusakala		
MX.5086607	heimo 	Nomeidae							
		Cubiceps	Lowe, 1843		Cubiceps capensis 	(Smith, 1845)	purppurapolyyppikala		
		Cubiceps			Cubiceps gracilis 	(Lowe, 1843)	siropolyyppikala		
		Nomeus	Cuvier, 1816		Nomeus gronovii 	(Gmelin, 1789)	polyyppikala		
		Psenes	Valenciennes, 1833		Psenes pellucidus 	Lütken, 1880	sinieväpolyyppikala		
MX.5086608	heimo 	Tetragonuridae							
		Tetragonurus	Risso, 1810		Tetragonurus cuvieri 	Risso, 1810	ristipyrstö		
MX.5086610	heimo 	Stromateidae							
		Pampus	Bonaparte, 1834		Pampus argenteus 	(Euphrasen, 1788)	hopeavoikala		
		Stromateus	Linnaeus, 1758		Stromateus fiatola 	Linnaeus, 1758	sinivoikala		
MX.5086612	heimo 	Pomatomidae							
		Pomatomus	Lacepède, 1802		Pomatomus saltatrix 	(Linnaeus, 1776)	sinikala		
MX.5086615	heimo 	Chiasmodontidae							
		Chiasmodon	Johnson, 1864		Chiasmodon bolangeri 	Osório, 1909	ruskonielijämakrilli		
		Chiasmodon			Chiasmodon niger 	Johnson, 1864	mustanielijämakrilli	mustanielijäahven	
MX.53241	heimo 	Scombridae							
		Acanthocybium	Gill, 1862		Acanthocybium solandri 	(Cuvier, 1832)	raitamakrilli		
		Auxis	Cuvier, 1829		Auxis rochei 	(Risso, 1810)	kuulamakrilli		
		Auxis			Auxis thazard 	(Lacépède, 1800)	fregattimakrilli		
		Euthynnus	Lütken, 1883		Euthynnus alletteratus 	(Rafinesque, 1810)	pikkuboniitti		
		Katsuwonus	Kishinouye, 1915		Katsuwonus pelamis 	(Linnaeus, 1758)	boniitti		
		Orcynopsis	Gill, 1862		Orcynopsis unicolor 	(Geoffroy Saint–Hilaire, 1817)	silosarda		
		Rastrelliger	Jordan & Starks, 1908		Rastrelliger kanagurta 	(Cuvier, 1816)	kitamakrilli		
MX.53242		Scomber	Linnaeus, 1758		Scomber colias 	Gmelin, 1789	espanjanmakrilli		
MX.53242		Scomber			Scomber japonicus 	Houttuyn, 1782	japaninmakrilli		
MX.53242		Scomber		MX.53243	Scomber scombrus 	Linnaeus, 1758	makrilli		
		Scomberomorus	 Lacepède, 1801		Scomberomorus commerson 	(Lacépède, 1800)	seepramakrilli		
		Scomberomorus			Scomberomorus tritor 	(Cuvier, 1832)	afrikanmakrilli		
		Thunnus	South, 1845		Thunnus alalunga 	(Bonnaterre, 1788)	valkotonnikala		
		Thunnus			Thunnus albacares 	(Bonnaterre, 1788)	keltaevätonnikala		
		Thunnus			Thunnus obesus 	(Lowe, 1839)	isosilmätonnikala		
		Thunnus			Thunnus thynnus 	(Linnaeus, 1758)	tonnikala		
MX.5086616	heimo 	Caristiidae							
		Paracaristius	Kukuev & Parin, 2006		Paracaristius maderensis	(Maul, 1949)	mokkaharjakala		
		Platyberyx	Zugmayer, 1911		Platyberyx opalescens 	Zugmayer, 1911	harjakala		
MX.5086617	heimo 	Bramidae							
		Brama	Bloch & Schneider, 1801		Brama brama 	(Bonnaterre, 1788)	pomfretti		
		Pteraclis	Gronow, 1772		Pteraclis carolinus 	Valenciennes, 1833	mustaeväpomfretti		
		Pterycombus	Fries, 1837		Pterycombus brama 	Fries, 1837	hopeapomfretti		
		Taractes	Lowe, 1843		Taractes asper 	Lowe, 1843	viuhkapomfretti		
		Taractichthys	Mead & Maul, 1958		Taractichthys longipinnis 	(Lowe, 1843)	sirppipomfretti		
MX.5086618	heimo 	Scombrolabracidae							
		Scombrolabrax	Roule, 1921		Scombrolabrax heterolepis 	Roule, 1921	leukamakrilli	makrilliahven	
MX.5086619	heimo 	Gempylidae							
		Diplospinus	Maul, 1948		Diplospinus multistriatus 	Maul, 1948	juovakäärmemakrilli		
		Gempylus	Cuvier, 1829		Gempylus serpens 	Cuvier, 1829	käärmemakrilli		
		Lepidocybium	Gill, 1862		Lepidocybium flavobrunneum 	(Smith, 1843)	sysikäärmemakrilli		
		Nealotus	Johnson, 1865		Nealotus tripes 	Johnson, 1865	tummakäärmemakrilli		
		Nesiarchus	Johnson, 1862		Nesiarchus nasutus 	Johnson, 1862	leukakäärmemakrilli		
		Promethichthys	Gill, 1893		Promethichthys prometheus 	(Cuvier, 1832)	mustaeväkäärmemakrilli		
		Ruvettus	Cocco, 1833		Ruvettus pretiosus 	Cocco, 1833	öljykala		
MX.5086620	heimo 	Trichiuridae							
		Aphanopus	Lowe, 1839		Aphanopus carbo 	Lowe, 1839	mustahuotrakala		
		Aphanopus			Aphanopus intermedius 	Parin, 1983	tummahuotrakala		
		Benthodesmus	Goode & Bean, 1882		Benthodesmus simonyi 	(Steindachner, 1891)	atlantinhuotrakala		
		Lepidopus	Goüan, 1770		Lepidopus caudatus 	(Euphrasen, 1788)	hopeahuotrakala		
		Trichiurus	Linnaeus, 1758		Trichiurus lepturus 	Linnaeus, 1758	huotrakala		
MX.5086623	heimo 	Dactylopteridae							
		Dactylopterus	Lacépède, 1801		Dactylopterus volitans 	(Linnaeus, 1758)	perhosevä	perhossimppu	
MX.5086627	heimo 	Callionymidae							
		Callionymus	Linnaeus, 1758		Callionymus fasciatus 	Valenciennes, 1837	raitamerikokki		
		Callionymus			Callionymus filamentosus 	Valenciennes, 1837	rihmamerikokki		
		Callionymus			Callionymus lyra 	Linnaeus, 1758	isomerikokki		
		Callionymus			Callionymus maculatus 	Rafinesque, 1810	pikkumerikokki		
		Callionymus			Callionymus pusillus 	Delaroche, 1809	purjemerikokki		sailfin dragonet
		Callionymus			Callionymus reticulatus 	Valenciennes, 1837	verkkomerikokki		reticulated dragonet
		Callionymus			Callionymus risso 	Lesueur, 1814	laikkumerikokki		
		Synchiropus	Gill, 1859		Synchiropus phaeton 	(Günther, 1861)	rusomerikokki		
		Synchiropus			Synchiropus sechellensis 	Regan, 1908	korumerikokki		
MX.5086628	heimo 	Draconettidae							
		Centrodraco	Regan, 1913		Centrodraco acanthopoma 	(Regan, 1904)	rusolouhikokki		
MX.5086625	heimo 	Mullidae							
		Mullus	Linnaeus, 1758		Mullus barbatus 	Linnaeus, 1758	rusotäplämullo		
		Mullus			Mullus surmuletus 	Linnaeus, 1758	keltajuovamullo		
		Parupeneus	Bleeker, 1863		Parupeneus barberinus 	(Lacépède, 1801)	mustajuovamullo		
		Parupeneus			Parupeneus forsskali 	(Fourmanoir & Guézé, 1976)	kaarimullo		
		Pseudupeneus	Bleeker, 1862		Pseudupeneus prayensis 	(Cuvier, 1829)	hurmemullo		
		Upeneus	Cuvier, 1829		Upeneus moluccensis 	(Bleeker, 1855)	kultajuovamullo		
		Upeneus			Upeneus pori	 Ben–Tuvia & Golani, 1989	raitaevämullo		
MX.5086631	heimo  	Fistulariidae							
		Fistularia	Linnaeus, 1758		Fistularia petimba 	Lacépède, 1803	punakornettikala	oliivikornettikala	
		Fistularia			Fistularia commersoni 	Rüppell,, 1838	sinipilkkukornettikala	puikkokornettikala	
MX.5086632	heimo 	Centriscidae							
		Macroramphosus	Lacépède, 1803		Macroramphosus scolopax	(Linnaeus, 1758)	torvikala		
MX.53325	heimo 	Syngnathidae							
		Cosmocampus	Dawson, 1979		Cosmocampus retropinnis	Dawson, 1982	mauritanianneula		
		Entelurus	Duméril, 1870		Entelurus aequoreus 	(Linnaeus, 1758)	merineula		
		Hippocampus	Rafinesque, 1810		Hippocampus fuscus 	Rüppell, 1838	laikkumerihevonen		
		Hippocampus			Hippocampus guttulatus 	Cuvier, 1829	harjamerihevonen		
		Hippocampus			Hippocampus hippocampus	(Linnaeus, 1758)	lyhytkuonomerihevonen		
		Minyichthys	Herald & Randall, 1972		Minyichthys sentus 	Dawson, 1982	raitaposkineula		
MX.53194		Nerophis			Nerophis lumbriciformis 	(Jenyns, 1835)	käyränokkaneula		
MX.53194		Nerophis	Rafinesque, 1810		Nerophis maculatus 	Rafinesque, 1810	rengasneula		
MX.53194		Nerophis		MX.53312	Nerophis ophidion 	(Linnaeus, 1758)	siloneula		
MX.53195		Syngnathus	Linnaeus, 1758		Syngnathus abaster 	Risso, 1827	lyhytkuononeula		
MX.53195		Syngnathus			Syngnathus acus 	Linnaeus, 1758	isoneula		
MX.53195		Syngnathus			Syngnathus pelagicus 	Linnaeus, 1758	sargassoneula		
MX.53195		Syngnathus			Syngnathus phlegon 	Risso, 1827	kaarinokkaneula		
MX.53195		Syngnathus			Syngnathus rostellatus 	Nilsson, 1855	pikkuneula		
MX.53195		Syngnathus			Syngnathus schmidti 	Popov, 1927	mustanmerenneula		
MX.53195		Syngnathus			Syngnathus taenionotus 	Canestrini, 1871	tummaselkäneula		
MX.53195		Syngnathus			Syngnathus tenuirostris 	Canestrini, 1871	pillinokkaneula		
MX.53195		Syngnathus		MX.53263	Syngnathus typhle 	Linnaeus, 1758	särmäneula		
MX.53195		Syngnathus			Syngnathus variegatus 	Pallas, 1814	kirjoraitaneula		
MX.5086636	heimo 	Apogonidae							
		Apogon	Lacepède, 1801		Apogon imberbis 	(Linnaeus, 1758)	kardinaaliahven		
		Apogonichthyoides	Smith, 1949		Apogonichthyoides nigripinnis 	Cuvier, 1828	mustaeväkardinaaliahven		
		Jaydia	Smith, 1961		Jaydia queketti 	 (Gilchrist 1903)	täpläeväkardinaaliahven		spotfin cardinal
		Jaydia			Jaydia smithi 	(Kotthaus, 1970)	raitaeväkardinaaliahven		smith's cardinal
		Apogonichthyoides	Smith, 1949		Apogonichthyoides taeniatus 	Cuvier, 1828	puoliraitakardinaaliahven		
MX.53625	heimo 	Odontobutidae							
MX.53532		Perccottus	Dybowski, 1877	MX.53003	Perccottus glenii 	Dybowski, 1877	rohmutokko		
MX.53326	heimo 	Gobiidae							
		Anatirostrum	Iljin, 1930		Anatirostrum profundorum 	(Berg, 1927) 	lattakuonotokko		
		Aphia	Risso, 1827		Aphia minuta	(Risso, 1810)	kuultotokko		
MX.212056		Babka	Iljin, 1927	MX.206843	Babka gymnotrachelus 	(Kessler, 1857)	paljasniskatokko		
MX.212056		Babka			Babka macrophthalma 	(Kessler, 1877)	isosilmätokko		
		Bathygobius	Bleeker, 1878		Bathygobius cyclopterus	(Valenciennes, 1837)	täpläröyhelötokko		
	suku	Benthophiloides	Beling & Iljin, 1927				simpputokot		
		Benthophiloides			Benthophiloides brauneri 	Beling & Iljin, 1927	satulasimpputokko		
		Benthophiloides			Benthophiloides turcomanus 	(Iljin, 1941) 			
	suku	Benthophilus	Eichwald, 1831				simpputokot		
		Benthophilus			Benthophilus abdurahmanovi 	Ragimov, 1978)			
		Benthophilus			Benthophilus baeri 	Kessler, 1877 	okasimpputokko		
		Benthophilus			Benthophilus casachicus 	Ragimov, 1978	kasakkasimpputokko		
		Benthophilus			Benthophilus ctenolepidus 	Kessler, 1877	kampasimpputokko		
		Benthophilus			Benthophilus durrelli 	Boldyrev & Bogutskaya, 2004 	nystysimpputokko		
		Benthophilus			Benthophilus granulosus 	Kessler, 1877 	nyppysimpputokko		
		Benthophilus			Benthophilus grimmi 	Kessler, 1877	ryppysimpputokko		
		Benthophilus			Benthophilus kessleri 	Berg, 1927	kääpiösimpputokko		
		Benthophilus			Benthophilus leobergius 	Berg, 1949 	rupisimpputokko		
		Benthophilus			Benthophilus leptocephalus 	Kessler, 1877	lättäsimpputokko		
		Benthophilus			Benthophilus leptorhynchus 	Kessler, 1877 	soukkasimpputokko		
		Benthophilus			Benthophilus macrocephalus 	(Pallas, 1787) 	kaspiansimpputokko		
		Benthophilus			Benthophilus magistri 	Iljin, 1927	asovansimpputokko		
		Benthophilus			Benthophilus mahmudbejovi 	Ragimov, 1976 	otasimpputokko		
		Benthophilus			Benthophilus nudus 	Berg, 1898  	silosimpputokko		
		Benthophilus			Benthophilus pinchuki 	Ragimov, 1982	hapsusimpputokko		
		Benthophilus			Benthophilus ragimovi 	Boldyrev & Bogutskaya, 2004	nupusimpputokko		
		Benthophilus			Benthophilus spinosus 	Kessler, 1877  	piikkisimpputokko		
		Benthophilus			Benthophilus stellatus 	(Sauvage, 1874) 	tähtisimpputokko		
		Benthophilus			Benthophilus svetovidovi 	Pinchuk & Ragimov, 1979			
		Buenia	Iljin, 1930		Buenia affinis	Iljin, 1930	raitavatsatokkonen		
		Buenia			Buenia jeffreysii	(Günther, 1867)	turkoositokkonen		
		Buenia			Buenia lombartei	Kova?i?, Ordines & Schliewen, 2018	kuultotokkonen		
		Buenia			Buenia massutii	Kovacic, Ordines & Schliewen, 2017	marmoritokkonen		
		Caspiosoma	Iljin, 1927		Caspiosoma caspium 	(Kessler, 1877)	kaspiantokko		
	suku	Chromogobius	de Buen, 1930				väritokot		
		Chromogobius			Chromogobius britoi 	Van Tassell, 2001	uturaitatokko		
		Chromogobius			Chromogobius quadrivittatus 	(Steindachner, 1863) 	valkoniskatokko	raitaposkitokko	
		Chromogobius			Chromogobius zebratus 	(Kolombatovi?, 1891) 	seepraraitatokko		
		Corcyrogobius	Miller, 1972		Corcyrogobius liechtensteini	(Kolombatovic,, 1891)	punaraitatokkonen		
		Coryogalops	Smith, 1958		Coryogalops ocheticus 	(Norman,, 1927)	suezintähystäjätokko		
		Cryptocentrus	Valenciennes, 1837		Cryptocentrus caeruleopunctatus	(Rüppell, 1830)	harlekiiniraputokko		
		Crystallogobius	Gill, 1863		Crystallogobius linearis	(Düben, 1845)	lasitokko		
		Deltentosteus	Gill, 1863		Deltentosteus collonianus 	(Risso, 1820) 	satulatäplätokko		
		Deltentosteus			Deltentosteus quadrimaculatus 	(Valenciennes, 1837)	nelitäplätokko		
		Didogobius	Miller, 1966		Didogobius schlieweni  	Miller, 1993	lumihiutaletokko		
		Didogobius			Didogobius splechtnai 	Miller, 1993	vyölumitokko		
	suku	Economidichthys	Bianco et al., 1987				kreikantokot		
		Economidichthys			Economidichthys pygmaeus 	(Holly, 1929) 	kreikantokko		
		Economidichthys			Economidichthys trichonis 	Economidis & Miller, 1990	kääpiökreikantokko		
		Favonigobius	Whitley, 1930		Favonigobius melanobranchus	(Fowler, 1934)	mustakurkkutokko		
		Gammogobius	Bath, 1971		Gammogobius steinitzi	Bath, 1971	valkovyötokko		
		Gnatholepis	Bleeker, 1874		Gnatholepis thompsoni	Jordan, 1904	kultatäplätokko		
MX.53237		Gobius	Linnaeus, 1758		Gobius ater	Bellotti, 1888	kastanjatokko		
MX.53237		Gobius			Gobius auratus 	Risso, 1810	kultatokko		
MX.53237		Gobius			Gobius bucchichi 	Steindachner, 1870	viirupäätokko	vuokkotokko	
MX.53237		Gobius			Gobius cobitis 	Pallas, 1814 	isotokko		
MX.53237		Gobius			Gobius couchi	Miller & El-Tawil, 1974	marmoritäplätokko		
MX.53237		Gobius			Gobius cruentatus 	Gmelin, 1789	punahuulitokko		
MX.53237		Gobius			Gobius fallax	Sarato, 1889	viirulinjatokko		
MX.53237		Gobius			Gobius gasteveni	Miller, 1974	viirusilmätokko		
MX.53237		Gobius			Gobius geniporus 	Valenciennes, 1837	viiruposkitokko		
MX.53237		Gobius			Gobius incognitus 	Kova?i? & Sanda, 2016	vuokkotokko		
MX.53237		Gobius		MX.53286	Gobius niger 	Linnaeus, 1759	mustatokko		
MX.53237		Gobius			Gobius ophiocephalus 	Pallas, 1814	ajokastokko	levätokko	
MX.53237		Gobius			Gobius paganellus 	Linnaeus, 1759	luototokko		
MX.53237		Gobius			Gobius roulei	de Buen, 1928	katkojuovatokko		
MX.53237		Gobius			Gobius vittatus 	Vinciguerra, 1883	tummajuovatokko		
MX.53237		Gobius			Gobius xanthocephalus 	Heymer & Zander	keltapäätokko		
		Gymnesigobius	Kova?i? et al., 2019		Gymnesigobius medits 	Kova?i?, Ordines, Ramirez-Amaro & Schliewen, 2019	keltasuomutokko		
		Hazeus	Jordan & Snyder, 1901		Hazeus ingressus 	Engin, Larson & Irmak, 2018	pisamatäplätokko		
		Hyrcanogobius	Iljin, 1928		Hyrcanogobius bergi 	Iljin, 1928	kääpiösilotokko		
	suku	Knipowitschia	Iljin, 1927				silotokot		
		Knipowitschia			Knipowitschia byblisia 	Ahnelt, 2011 	järvisilotokko		
		Knipowitschia			Knipowitschia cameliae 	Nalbant & O?el, 1995 	romaniansilotokko		
		Knipowitschia			Knipowitschia caucasica 	(Berg, 1916) 	silotokko	asovantokko	
		Knipowitschia			Knipowitschia caunosi 	Ahnelt, 2011	kaunosinsilotokko		
		Knipowitschia			Knipowitschia croatica 	Mrakov?i?, Kerovec, Mišeti? & Schneider, 1996 	bosniansilotokko		
		Knipowitschia			Knipowitschia ephesi 	Ahnelt, 1995	efesoksensilotokko		
		Knipowitschia			Knipowitschia goerneri 	Ahnelt, 1991 	korfunsilotokko		
		Knipowitschia			Knipowitschia iljini 	Berg, 1931	syvännesilotokko		
		Knipowitschia			Knipowitschia longecaudata 	(Kessler, 1877) 	soukkasilotokko	pitkäpyrstötokko	
		Knipowitschia			Knipowitschia mermere 	Ahnelt, 1995	marmaransilotokko		
		Knipowitschia			Knipowitschia milleri 	(Ahnelt & Bianco, 1990) 	kreikansilotokko		
		Knipowitschia			Knipowitschia montenegrina 	Kova?i? & Šanda, 2007	montenegronsilotokko		
		Knipowitschia			Knipowitschia mrakovcici 	Miller, 2009	kroatiansilotokko		
		Knipowitschia			Knipowitschia panizzae 	(Verga, 1841) 	adriansilotokko		
		Knipowitschia			Knipowitschia punctatissima 	(Canestrini, 1864) 	italiansilotokko		
		Knipowitschia			Knipowitschia radovici 	Kova?i?, 2005 	neretvansilotokko		
		Knipowitschia			Knipowitschia thessala 	(Vinciguerra, 1921) 	thessaliansilotokko		
		Lebetus	Winther, 1877		Lebetus guilleti 	(Le Danois, 1913)	lumievätokko		
		Lebetus			Lebetus patzneri 	Schliewen, Kova?i? & Ordines, 2019	aprikoositokko		
		Lebetus			Lebetus scorpioides	(Collett, 1874)	turkoosievätokko		
		Lesueurigobius	Whitley, 1950		Lesueurigobius friesii 	(Malm, 1874)	kultaevätokko	suippopyrstötokko	
		Lesueurigobius			Lesueurigobius sanzi	(de Buen, 1918)	seeprarihmatokko		
		Lesueurigobius			Lesueurigobius suerii	(Risso, 1810)	kultaviirutokko		
	suku	Mesogobius	Bleeker, 1874				konnatokot		
		Mesogobius			Mesogobius batrachocephalus 	(Pallas, 1814)	konnatokko		
		Mesogobius			Mesogobius nigronotatus 	(Kessler, 1877)			
		Mesogobius			Mesogobius nonultimus 	(Iljin, 1936)	kaspiankonnatokko		
		Millerigobius	Bath, 1973		Millerigobius macrocephalus	(Kolombatovic, 1891)	valkopantatokko		
MX.53524	suku	Neogobius	Iljin, 1927				täplätokot		
MX.53524		Neogobius			Neogobius caspius 	(Eichwald, 1831)	kaspiantäplätokko		
MX.53524		Neogobius		MX.206842	Neogobius fluviatilis 	(Pallas, 1814)	jokitäplätokko		
MX.53524		Neogobius		MX.53000	Neogobius melanostomus 	(Pallas, 1814)	mustatäplätokko		
MX.53524		Neogobius			Neogobius pallasi 	(Berg, 1916) 	volgantäplätokko		
		Ninnigobius	Whitley, 1951		Ninnigobius canestrinii 	(Ninni, 1883)	venetsiantokko		
		Odondebuenia	de Buen, 1930		Odondebuenia balearica  	(Pellegrin & Fage, 1907)	täpläselkätokko		
		Oxyurichthys			Oxyurichthys petersii 	(Klunzinger, 1871) 	siniviiritokko		
	suku	Padogobius	Gilbert, 1971						
		Padogobius			Padogobius bonelli 	(Bonaparte, 1846) 	sinievätokko		
		Padogobius			Padogobius nigricans 	(Canestrini, 1867) 	arnontokko		
MX.53255	suku	Pomatoschistus	Gill, 1863				hietatokot		
MX.53255		Pomatoschistus			Pomatoschistus anatoliae 	Engin & Innal, 2017	turkinhietatokko		
MX.53255		Pomatoschistus			Pomatoschistus bathi 	Miller, 1982	nokihietatokko		
MX.53255		Pomatoschistus		MX.53240	Pomatoschistus flavescens 	(Fabricius, 1779)	seitsenruototokko		
MX.53255		Pomatoschistus			Pomatoschistus knerii 	(Steindachner, 1861) 	rusohietatokko		
MX.53255		Pomatoschistus			Pomatoschistus lozanoi 	(de Buen, 1923)	kuultohietatokko		
MX.53255		Pomatoschistus			Pomatoschistus marmoratus 	(Risso, 1810)	marmorihietatokko	kuultohietatokko	
MX.53255		Pomatoschistus		MX.53320	Pomatoschistus microps 	(Krøyer, 1838) 	liejutokko		
MX.53255		Pomatoschistus		MX.53238	Pomatoschistus minutus 	(Pallas, 1770)	hietatokko		
MX.53255		Pomatoschistus			Pomatoschistus montenegrensis 	Miller & Šanda, 2008	skadarinhietatokko		
MX.53255		Pomatoschistus			Pomatoschistus nanus 	Engin & Seyhan, 2017	kääpiöhietatokko		
MX.53255		Pomatoschistus			Pomatoschistus norvegicus 	(Collett, 1902) 	norjanhietatokko		
MX.53255		Pomatoschistus			Pomatoschistus pictus 	(Malm, 1865) 	kivikkotokko		
MX.53255		Pomatoschistus			Pomatoschistus quagga 	(Heckel, 1837) 	koruhietatokko		
MX.53255		Pomatoschistus			Pomatoschistus tortonesei 	Miller, 1969  	kirjohietatokko		
MX.212055	suku	Ponticola					kuonotokot		
MX.212055		Ponticola			Ponticola bathybius 	(Kessler, 1877)	syvännekuonotokko		
MX.212055		Ponticola			Ponticola cephalargoides 	(Pinchuk, 1976)	kirjokuonotokko		
MX.212055		Ponticola			Ponticola constructor 	(Nordmann, 1840)	kaukasiankuonotokko		
MX.212055		Ponticola			Ponticola cyrius 	(Kessler, 1874)	marmorikuonotokko		
MX.212055		Ponticola			Ponticola eurycephalus 	(Kessler, 1874) 	paksukuonotokko		
MX.212055		Ponticola			Ponticola goebelii 	(Kessler, 1874)			
MX.212055		Ponticola			Ponticola gorlap 	(Iljin, 1949) 	pulloposkitokko		
MX.212055		Ponticola			Ponticola iljini 	(Vasil'eva & Vasil'ev, 1996)  	kaspiankuonotokko		
MX.212055		Ponticola			Ponticola iranicus 	Vasil'eva, Mousavi-Sabet & Vasil'ev, 2015	iraninkuonotokko		
MX.212055		Ponticola		MX.206844	Ponticola kessleri 	(Günther, 1861) 	tonavankuonotokko		
MX.212055		Ponticola			Ponticola odessicus 	(Pinchuk, 1977)	odessankuonotokko		
MX.212055		Ponticola			Ponticola platyrostris 	(Pallas, 1814) 	paksuhuulitokko		
MX.212055		Ponticola			Ponticola ratan 	(Nordmann, 1840) 	kirjokuonotokko		
MX.212055		Ponticola			Ponticola rhodioni 	(Vasil'eva & Vasil'ev, 1994)	pilkkukuonotokko		
MX.212055		Ponticola			Ponticola rizensis 	(Kova?i? & Engin, 2008)	purokuonotokko		
MX.212055		Ponticola			Ponticola syrman 	(Nordmann, 1840) 	laikkukuonotokko		
MX.212055		Ponticola			Ponticola turani 	(Kova?i? & Engin, 2008) 	tummakuonotokko		
MX.53541	suku	Proterorhinus	Smitt, 1900				putkisieraintokot		
MX.53541		Proterorhinus		MX.53002	Proterorhinus marmoratus 	(Pallas, 1814)	putkisieraintokko	putkinenätokko, putkikuonotokko	
MX.53541		Proterorhinus		MX.5075407	Proterorhinus nasalis 	(De Filippi, 1863) 	idänsieraintokko		
MX.53541		Proterorhinus		MX.5075406	Proterorhinus semilunaris 	(Heckel, 1837)	tonavansieraintokko		
		Pseudaphya	Iljin, 1930		Pseudaphya ferreri 	(de Buen & Fage, 1908)	neonkuultotokko		
		Silhouettea	Smith, 1959		Silhouettea aegyptia	(Chabanaud, 1933)	egyptintokko		
		Speleogobius	Zander & Jelinek, 1976		Speleogobius llorisi 	Kova?i?, Ordines & Schliewen, 2016	tulipäätokko		
		Speleogobius			Speleogobius trigloides	Zander & Jelinek, 1976	tulikylkitokko		
		Thorogobius	Miller, 1969		Thorogobius ephippiatus 	(Lowe, 1839)	pantteritokko		
		Thorogobius			Thorogobius macrolepis 	(Kolombatovic, 1891)	pikkupantteritokko		
		Vanderhorstia	Smith, 1949		Vanderhorstia mertensi	Klausewitz, 1974	timanttiraputokko		
	suku	Vanneaugobius	Brownell, 1978				kaunotokot		
		Vanneaugobius			Vanneaugobius canariensis	Van Tassell, Miller & Brito, 1988	kanariankaunotokko		
		Vanneaugobius			Vanneaugobius dollfusi 	Brownell, 1978	rusokaunotokko		
		Vanneaugobius			Vanneaugobius pruvoti 	(Fage, 1907)			
		Zebrus	de Buen, 1930		Zebrus zebrus 	(Risso, 1827)	valkokaulustokko		
MX.5086671	heimo 	Sphyraenidae							
		Sphyraena	Artedi, 1793		Sphyraena chrysotaenia 	Klunzinger, 1884	keltajuovabarrakuda	keltapyrstöbarrakuda	
		Sphyraena			Sphyraena flavicauda 	Rüppell, 1838	keltapyrstöbarrakuda	keltajuovabarrakuda	
		Sphyraena			Sphyraena intermedia 	Pastore, 2009	välimerenbarrakuda		
		Sphyraena			Sphyraena obtusata 	Cuvier, 1829	kultapyrstöbarrakuda		
		Sphyraena			Sphyraena pinguis 	Günther, 1874	linjabarrakuda		
		Sphyraena			Sphyraena sphyraena 	(Linnaeus, 1758)	atlantinbarrakuda	pikkubarrakuda	
		Sphyraena			Sphyraena viridensis 	Cuvier, 1829	keltasuubarrakuda		
MX.5086672	heimo 	Polynemidae							
		Galeoides	Günther, 1860		Galeoides decadactylus 	(Bloch, 1795)	täpläsiimaevä		
MX.5086674	heimo 	Citharidae							
		Citharus	Artedi, 1793		Citharus linguatula 	(Linnaeus, 1758)	välimerenkampela		
MX.206833	heimo 	Scophthalmidae							
		Lepidorhombus	Günther, 1862		Lepidorhombus boscii 	(Risso, 1810)	nelitäpläkampela		
		Lepidorhombus			Lepidorhombus whiffiagonis 	Walbaum, 1792)	lasikampela		
		Phrynorhombus	Günther, 1862		Phrynorhombus norvegicus 	(Günther, 1862)	pikkukampela		
MX.206834		Scophthalmus	Rafinesque, 1810		Scophthalmus maeoticus 	(Pallas, 1814)	mustanmerenkampela		
MX.206834		Scophthalmus		MX.53246	Scophthalmus maximus	(Linnaeus, 1758)	piikkikampela		
MX.206834		Scophthalmus		MX.206835	Scophthalmus rhombus 	(Linnaeus, 1758)	silokampela		
		Zeugopterus	Gottsche, 1835		Zeugopterus punctatus 	(Bloch, 1787)	kalliokampela		
		Zeugopterus			Zeugopterus regius 	(Bonnaterre, 1788)	palettikampela		
MX.53289	heimo 	Bothidae							
		Arnoglossus	Bleeker, 1862		Arnoglossus grohmanni	(Bonaparte, 1837	täpläeväkampela		
		Arnoglossus			Arnoglossus imperialis 	(Rafinesque, 1810)	rihmaeväkampela		
		Arnoglossus			Arnoglossus laterna 	(Walbaum, 1792)	harvasuomukampela		
		Arnoglossus			Arnoglossus rueppelii 	(Cocco, 1844)	laikkueväkampela		
		Arnoglossus			Arnoglossus thori 	Kyle, 1913	atlantintöyhtökampela		
		Bothus	Rafinesque, 1810		Bothus podas 	(Delaroche, 1809)	kukkakampela		
MX.53247	heimo 	Pleuronectidae							
		Glyptocephalus	Gottsche, 1835		Glyptocephalus cynoglossus 	(Linnaeus, 1758)	mustaeväkampela		
		Hippoglossoides	Gottsche, 1835		Hippoglossoides platessoides 	(Fabricius, 1780)	liejukampela		
		Hippoglossus	Cuvier, 1816		Hippoglossus hippoglossus 	(Linnaeus, 1758)	ruijanpallas		
MX.53252		Limanda	Gottsche, 1835	MX.53253	Limanda limanda 	(Linnaeus, 1758)	hietakampela		
		Liopsetta	Gill, 1864		Liopsetta glacialis 	(Pallas, 1776)	jääkampela		
		Microstomus	Gottsche, 1835		Microstomus kitt 	(Walbaum, 1792)	pikkupääkampela		
